Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
Metro-North,Metro-North Railroad,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",66.1,66.1,1/1/2008,Health and Welfare,Labor Expense,2008,66.1
Metro-North,Metro-North Railroad,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",9.7,9.7,1/1/2008,OPEB Current Payment,Labor Expense,2008,9.7
Metro-North,Metro-North Railroad,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",33.9,33.9,1/1/2008,Pensions,Labor Expense,2008,33.9
Metro-North,Metro-North Railroad,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",75.6,75.6,1/1/2008,Other Fringe Benefits,Labor Expense,2008,75.6
Metro-North,Metro-North Railroad,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-47.1,-47.1,1/1/2008,Reimbursable Overhead,Labor Expense,2008,-47.1
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",63.6,63.6,1/1/2008,Electric Power,Non-labor Expense,2008,63.6
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",23.9,23.9,1/1/2008,Fuel,Non-labor Expense,2008,23.9
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",12.1,12.1,1/1/2008,Insurance,Non-labor Expense,2008,12.1
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.2,6.2,1/1/2008,Claims,Non-labor Expense,2008,6.2
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",87.8,87.8,1/1/2008,Maintenance and Other Operating Contracts,Non-labor Expense,2008,87.8
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.3,21.3,1/1/2008,Professional Service Contracts,Non-labor Expense,2008,21.3
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",80.8,80.8,1/1/2008,Materials and Supplies,Non-labor Expense,2008,80.8
Metro-North,Metro-North Railroad,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",14,14,1/1/2008,Other Business Expenses,Non-labor Expense,2008,14
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",130.11,130.11,1/1/2008,Payroll,Labor Expense,2008,130.11
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",14.978,14.978,1/1/2008,Overtime,Labor Expense,2008,14.978
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.956,15.956,1/1/2008,Health and Welfare,Labor Expense,2008,15.956
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",4.488,4.488,1/1/2008,OPEB Current Payment,Labor Expense,2008,4.488
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",16.583,16.583,1/1/2008,Pensions,Labor Expense,2008,16.583
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",10.468,10.468,1/1/2008,Other Fringe Benefits,Labor Expense,2008,10.468
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-39.527,-39.527,1/1/2008,Reimbursable Overhead,Labor Expense,2008,-39.527
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Electric Power,Non-labor Expense,2008,0
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Fuel,Non-labor Expense,2008,0
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",-7.736,-7.736,1/1/2008,Insurance,Non-labor Expense,2008,-7.736
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Claims,Non-labor Expense,2008,0
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Paratransit Service Contracts,Non-labor Expense,2008,0
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",24.948,24.948,1/1/2008,Maintenance and Other Operating Contracts,Non-labor Expense,2008,24.948
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",40.023,40.023,1/1/2008,Professional Service Contracts,Non-labor Expense,2008,40.023
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.096,4.096,1/1/2008,Materials and Supplies,Non-labor Expense,2008,4.096
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",77.324,77.324,1/1/2008,Other Business Expenses,Non-labor Expense,2008,77.324
HQ,First Mutual Transportation Assurance Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",-55.412,-55.412,1/1/2008,Insurance,Non-labor Expense,2008,-55.412
HQ,First Mutual Transportation Assurance Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",46.919,46.919,1/1/2008,Claims,Non-labor Expense,2008,46.919
HQ,First Mutual Transportation Assurance Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",10.204,10.204,1/1/2008,Other Business Expenses,Non-labor Expense,2008,10.204
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",2761,2761,1/1/2008,Payroll,Labor Expense,2008,2761
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",239.6,239.6,1/1/2008,Overtime,Labor Expense,2008,239.6
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",455,455,1/1/2008,Health and Welfare,Labor Expense,2008,455
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",234.5,234.5,1/1/2008,OPEB Current Payment,Labor Expense,2008,234.5
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",685.8,685.8,1/1/2008,Pensions,Labor Expense,2008,685.8
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",276.6,276.6,1/1/2008,Other Fringe Benefits,Labor Expense,2008,276.6
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-185.2,-185.2,1/1/2008,Reimbursable Overhead,Labor Expense,2008,-185.2
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",165.5,165.5,1/1/2008,Electric Power,Non-labor Expense,2008,165.5
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",183.4,183.4,1/1/2008,Fuel,Non-labor Expense,2008,183.4
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",42.4,42.4,1/1/2008,Insurance,Non-labor Expense,2008,42.4
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",63.4,63.4,1/1/2008,Claims,Non-labor Expense,2008,63.4
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",299,299,1/1/2008,Paratransit Service Contracts,Non-labor Expense,2008,299
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",222,222,1/1/2008,Maintenance and Other Operating Contracts,Non-labor Expense,2008,222
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",94.8,94.8,1/1/2008,Professional Service Contracts,Non-labor Expense,2008,94.8
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",302.8,302.8,1/1/2008,Materials and Supplies,Non-labor Expense,2008,302.8
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",41.6,41.6,1/1/2008,Other Business Expenses,Non-labor Expense,2008,41.6
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",207.86,207.86,1/1/2008,Payroll,Labor Expense,2008,207.86
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",38.198,38.198,1/1/2008,Overtime,Labor Expense,2008,38.198
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",41.043,41.043,1/1/2008,Health and Welfare,Labor Expense,2008,41.043
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",10.915,10.915,1/1/2008,OPEB Current Payment,Labor Expense,2008,10.915
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",22.2,22.2,1/1/2008,Pensions,Labor Expense,2008,22.2
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",19.217,19.217,1/1/2008,Other Fringe Benefits,Labor Expense,2008,19.217
MTA Bus,MTA Bus Company,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",0,0,1/1/2008,Reimbursable Overhead,Labor Expense,2008,0
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Electric Power,Non-labor Expense,2008,0
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",43.144,43.144,1/1/2008,Fuel,Non-labor Expense,2008,43.144
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",12.72,12.72,1/1/2008,Insurance,Non-labor Expense,2008,12.72
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",18.14,18.14,1/1/2008,Claims,Non-labor Expense,2008,18.14
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2008,Paratransit Service Contracts,Non-labor Expense,2008,0
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",23.847,23.847,1/1/2008,Maintenance and Other Operating Contracts,Non-labor Expense,2008,23.847
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.97,2.97,1/1/2008,Professional Service Contracts,Non-labor Expense,2008,2.97
MTA Bus,MTA Bus Company,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.106,21.106,1/1/2008,Materials and Supplies,Non-labor Expense,2008,21.106
